date,country,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-04-11,United Kingdom,Cumbria,-81,-35,-52,-68,-59,18
2020-04-11,United Kingdom,Darlington,-81,-35,-36,-62,-55,24
2020-04-11,United Kingdom,Denbighshire,-75,-25,-52,-58,-54,14
2020-04-11,United Kingdom,Derby,-80,-31,-10,-77,-57,19
2020-04-11,United Kingdom,Derbyshire,-81,-29,-41,-57,-58,19
2020-04-11,United Kingdom,Derry And Strabane,-69,-17,-52,-47,-56,27
2020-04-11,United Kingdom,Devon,-83,-37,-47,-66,-57,18
2020-04-11,United Kingdom,Dorset,-82,-34,-38,-58,-59,18
2020-04-11,United Kingdom,Dumfries and Galloway,-76,-27,-46,-71,-54,24
2020-04-11,United Kingdom,Dundee City Council,-80,-35,12,-69,-60,26
2020-04-11,United Kingdom,East Ayrshire Council,-77,-23,,-54,-55,24
2020-04-11,United Kingdom,East Dunbartonshire Council,-73,-21,,-66,-58,19
2020-04-11,United Kingdom,East Lothian Council,-80,-24,-39,-47,-56,17
2020-04-11,United Kingdom,East Renfrewshire Council,-69,-17,-59,-53,-59,19
2020-04-11,United Kingdom,East Riding of Yorkshire,-80,-32,-46,-44,-56,17
2020-04-11,United Kingdom,East Sussex,-80,-31,-37,-61,-56,18
2020-04-11,United Kingdom,Edinburgh,-86,-34,-52,-83,-68,22
2020-04-11,United Kingdom,Essex,-78,-36,-31,-78,-57,19
2020-04-11,United Kingdom,Falkirk,-78,-26,-37,-59,-51,29
2020-04-11,United Kingdom,Fermanagh And Omagh,-79,-21,-51,-48,-54,27
2020-04-11,United Kingdom,Fife,-76,-22,-30,-55,-55,17
2020-04-11,United Kingdom,Flintshire,-72,-28,-32,-51,-56,26
2020-04-11,United Kingdom,Glasgow City,-84,-33,-35,-84,-61,20
2020-04-11,United Kingdom,Gloucestershire,-84,-35,-44,-64,-56,19
2020-04-11,United Kingdom,Greater London,-84,-36,-34,-77,-64,23
2020-04-11,United Kingdom,Greater Manchester,-79,-31,-32,-75,-56,19
2020-04-11,United Kingdom,Gwynedd,-81,-40,-66,-57,-53,18
2020-04-11,United Kingdom,Hampshire,-81,-32,-34,-68,-56,19
2020-04-11,United Kingdom,Hartlepool,-80,-33,-53,-54,-52,19
2020-04-11,United Kingdom,Herefordshire,-81,-37,-37,-58,-50,29
2020-04-11,United Kingdom,Hertfordshire,-80,-36,-27,-71,-59,20
2020-04-11,United Kingdom,Highland Council,-81,-36,-51,-68,-55,17
2020-04-11,United Kingdom,Inverclyde,-81,-22,-49,-57,-55,15
2020-04-11,United Kingdom,Isle of Anglesey,-77,-28,-48,-56,-46,7
2020-04-11,United Kingdom,Isle of Wight,-81,-32,-36,-66,-55,22
2020-04-11,United Kingdom,Kent,-80,-34,-37,-65,-55,18
2020-04-11,United Kingdom,Kingston upon Hull,-77,-32,-35,-66,-51,17
2020-04-11,United Kingdom,Lancashire,-79,-30,-21,-64,-54,18
2020-04-11,United Kingdom,Leicester,-81,-34,-17,-72,-55,18
2020-04-11,United Kingdom,Leicestershire,-80,-32,-34,-67,-58,19
2020-04-11,United Kingdom,Lincolnshire,-79,-31,-43,-59,-50,17
2020-04-11,United Kingdom,Lisburn and Castlereagh,-79,-26,-78,-62,-57,31
2020-04-11,United Kingdom,Luton,-73,-23,4,-89,-52,19
2020-04-11,United Kingdom,Medway,-79,-24,-30,-62,-54,18
2020-04-11,United Kingdom,Merseyside,-78,-26,-40,-69,-55,18
2020-04-11,United Kingdom,Merthyr Tydfil County Borough,-82,-42,,-48,-51,8
2020-04-11,United Kingdom,Mid And East Antrim,-78,-23,-44,-64,-56,28
2020-04-11,United Kingdom,Mid Ulster,-70,-18,,-44,-53,30
2020-04-11,United Kingdom,Middlesbrough,-77,-31,-40,-69,-51,22
2020-04-11,United Kingdom,Midlothian,-85,-31,-13,-53,-58,25
2020-04-11,United Kingdom,Milton Keynes,-81,-37,-23,-76,-55,19
2020-04-11,United Kingdom,Monmouthshire,-82,-43,-53,-56,-54,16
2020-04-11,United Kingdom,Moray,-82,-34,-31,-51,-58,12
2020-04-11,United Kingdom,Na h-Eileanan an Iar,-89,-41,,-57,-49,
2020-04-11,United Kingdom,Neath Port Talbot Principle Area,-71,-18,-54,-60,-49,23
2020-04-11,United Kingdom,Newport,-78,-31,-38,-66,-55,29
2020-04-11,United Kingdom,Newry and Mourne And Down,-77,-19,-64,-46,-53,30
2020-04-11,United Kingdom,Norfolk,-81,-36,-54,-57,-54,17
2020-04-11,United Kingdom,North Ayrshire Council,-78,-17,-21,-63,-55,24
2020-04-11,United Kingdom,North East Lincolnshire,-79,-33,-60,-54,-49,27
2020-04-11,United Kingdom,North Lanarkshire,-73,-21,,-54,-54,18
2020-04-11,United Kingdom,North Lincolnshire,-71,-25,-39,-42,-51,28
2020-04-11,United Kingdom,North Somerset,-81,-39,-37,-82,-57,31
2020-04-11,United Kingdom,North Yorkshire,-83,-36,-58,-67,-57,19
2020-04-11,United Kingdom,Northamptonshire,-80,-29,-42,-67,-53,18
2020-04-11,United Kingdom,Northumberland,-78,-24,-57,-51,-55,18
2020-04-11,United Kingdom,Nottinghamshire,-86,-35,-33,-55,-57,18
2020-04-11,United Kingdom,Orkney,-83,-40,,,-64,
2020-04-11,United Kingdom,Oxfordshire,-84,-34,-37,-76,-59,20
2020-04-11,United Kingdom,Pembrokeshire,-82,-34,-61,-55,-51,18
2020-04-11,United Kingdom,Perth and Kinross,-87,-32,-40,-64,-58,26
2020-04-11,United Kingdom,Peterborough,-76,-29,-36,-68,-47,17
2020-04-11,United Kingdom,Plymouth,-83,-37,-25,-63,-56,18
2020-04-11,United Kingdom,Portsmouth,-86,-30,-19,-67,-55,19
2020-04-11,United Kingdom,Powys,-84,-33,-48,-56,-52,22
2020-04-11,United Kingdom,Reading,-86,-36,-13,-85,-59,32
2020-04-11,United Kingdom,Redcar and Cleveland,-81,-32,-35,-46,-51,22
2020-04-11,United Kingdom,Renfrewshire,-81,-23,-8,-78,-60,30
2020-04-11,United Kingdom,Rhondda Cynon Taff,-75,-28,-37,-54,-53,18
2020-04-11,United Kingdom,Rutland,-93,-39,-70,,-57,
2020-04-11,United Kingdom,Scottish Borders,-82,-34,-40,-37,-53,20
2020-04-11,United Kingdom,Shetland Islands,-84,-49,,-54,-62,
2020-04-11,United Kingdom,Shropshire,-81,-37,-50,-62,-56,18
2020-04-11,United Kingdom,Slough,-73,-30,-3,-74,-55,29
2020-04-11,United Kingdom,Somerset,-82,-34,-48,-65,-54,18
2020-04-11,United Kingdom,South Ayrshire Council,-83,-34,-42,-62,-59,20
2020-04-11,United Kingdom,South Gloucestershire,-77,-27,-2,-56,-56,20
2020-04-11,United Kingdom,South Lanarkshire,-73,-23,-3,-59,-57,18
2020-04-11,United Kingdom,South Yorkshire,-81,-29,-27,-66,-55,18
2020-04-11,United Kingdom,Southampton,-84,-26,-39,-68,-54,19
2020-04-11,United Kingdom,Southend-on-Sea,-84,-27,-38,-70,-59,27
2020-04-11,United Kingdom,Staffordshire,-81,-31,-38,-65,-58,18
2020-04-11,United Kingdom,Stirling,-85,-35,-59,-78,-59,11
2020-04-11,United Kingdom,Stockton-on-Tees,-77,-30,-37,-60,-54,30
2020-04-11,United Kingdom,Stoke-on-Trent,-80,-30,-15,-71,-53,18
2020-04-11,United Kingdom,Suffolk,-82,-37,-47,-57,-53,18
2020-04-11,United Kingdom,Surrey,-81,-32,-42,-71,-58,21
2020-04-11,United Kingdom,Swansea,-79,-36,-48,-70,-57,18
2020-04-11,United Kingdom,Swindon,-81,-30,0,-63,-56,33
2020-04-11,United Kingdom,Thurrock,-83,-40,-26,-57,-51,35
2020-04-11,United Kingdom,Torbay,-83,-28,-43,-61,-56,22
2020-04-11,United Kingdom,Torfaen Principal Area,-78,-26,,-39,-53,24
2020-04-11,United Kingdom,Tyne and Wear,-80,-30,-32,-66,-59,18
2020-04-11,United Kingdom,Vale of Glamorgan,-78,-37,-45,-68,-57,26
2020-04-11,United Kingdom,Warrington,-80,-24,-19,-65,-55,31
2020-04-11,United Kingdom,Warwickshire,-82,-27,-41,-70,-59,19
2020-04-11,United Kingdom,West Berkshire,-84,-37,-31,-81,-58,30
2020-04-11,United Kingdom,West Dunbartonshire Council,-72,-25,,-55,-57,23
2020-04-11,United Kingdom,West Lothian,-72,-12,-7,-55,-54,28
2020-04-11,United Kingdom,West Midlands,-79,-31,-17,-71,-58,19
2020-04-11,United Kingdom,West Sussex,-79,-32,-34,-84,-57,19
2020-04-11,United Kingdom,West Yorkshire,-79,-31,-21,-69,-57,19
2020-04-11,United Kingdom,Wiltshire,-80,-33,-47,-62,-57,18
2020-04-11,United Kingdom,Windsor and Maidenhead,-85,-32,-64,-71,-60,31
2020-04-11,United Kingdom,Wokingham,-77,-40,-13,-67,-61,32
2020-04-11,United Kingdom,Worcestershire,-82,-34,-30,-67,-57,18
2020-04-11,United Kingdom,Wrexham Principal Area,-78,-27,-31,-56,-53,24
2020-04-11,United Kingdom,York,-86,-40,-58,-82,-64,33
2020-04-11,Estonia,Total,-57,-20,11,-43,-35,10
2020-04-11,Estonia,Harju County,-60,-25,1,-51,-38,11
2020-04-11,Estonia,Ida-Viru County,-47,-16,-39,-27,-29,11
2020-04-11,Estonia,Järva County,-37,-14,,,-78,
2020-04-11,Estonia,Jõgeva County,-38,-14,,,-74,
2020-04-11,Estonia,Lääne County,-48,-28,,,-78,
2020-04-11,Estonia,Lääne-Viru County,-43,-11,,-30,-28,5
2020-04-11,Estonia,Pärnu County,-59,-17,-10,-36,-34,15
2020-04-11,Estonia,Põlva County,-77,-12,,,-75,
2020-04-11,Estonia,Rapla County,-70,-11,,,-82,
2020-04-11,Estonia,Saare County,-84,-41,,-65,-79,
2020-04-11,Estonia,Tartu County,-61,-23,6,-40,-39,29
2020-04-11,Estonia,Valga County,-46,-23,,,-78,
2020-04-11,Estonia,Viljandi County,-53,-15,,-35,-26,
2020-04-11,Estonia,Võru County,-75,-5,,,-78,
2020-04-11,Guinea-Bissau,Total,,,,,-21,
2020-04-11,Cameroon,Total,-31,-22,-23,-27,-11,14
2020-04-11,Ireland,Total,-76,-12,-31,-70,-54,21
2020-04-11,Ireland,County Carlow,-74,-11,-22,-73,-49,9
2020-04-11,Ireland,County Cavan,-66,-10,-46,-50,-46,21
2020-04-11,Ireland,County Clare,-72,-4,-50,-68,-51,32
2020-04-11,Ireland,County Cork,-76,-17,-23,-68,-53,21
2020-04-11,Ireland,County Donegal,-74,-11,-43,-49,-49,30
2020-04-11,Ireland,County Dublin,-77,-11,-17,-76,-60,22
2020-04-11,Ireland,County Galway,-76,-9,-57,-54,-55,22
2020-04-11,Ireland,County Kerry,-78,-18,-48,-69,-54,31
2020-04-11,Ireland,County Kildare,-76,-7,-26,-57,-53,20
2020-04-11,Ireland,County Kilkenny,-75,-5,-50,-69,-47,28
2020-04-11,Ireland,County Laois,-70,-3,-70,-67,-48,22
2020-04-11,Ireland,County Leitrim,-92,-28,-59,,-49,
2020-04-11,Ireland,County Limerick,-75,-16,-32,-63,-50,34
2020-04-11,Ireland,County Longford,-70,-23,,,-46,
2020-04-11,Ireland,County Louth,-74,-11,-43,-68,-51,31
2020-04-11,Ireland,County Mayo,-81,-22,-32,-67,-50,31
2020-04-11,Ireland,County Meath,-69,0,-30,-43,-52,21
2020-04-11,Ireland,County Monaghan,-68,-12,,-50,-48,18
2020-04-11,Ireland,County Offaly,-66,-11,-29,-56,-48,26
2020-04-11,Ireland,County Roscommon,-75,-16,,,-48,18
2020-04-11,Ireland,County Sligo,-83,-22,-50,-58,-54,9
2020-04-11,Ireland,County Tipperary,-70,-9,-54,-61,-47,30
2020-04-11,Ireland,County Waterford,-77,-15,-57,-61,-49,28
2020-04-11,Ireland,County Westmeath,-76,-18,-17,-66,-54,28
2020-04-11,Ireland,County Wexford,-73,-19,-30,-50,-51,31
2020-04-11,Ireland,County Wicklow,-78,-10,-60,-63,-56,35
2020-04-11,Bosnia and Herzegovina,Total,-67,-34,-5,-52,-47,12
2020-04-11,Georgia,Total,-68,-39,-25,-57,-50,16
2020-04-11,Gabon,Total,-32,-13,-23,-39,-23,18
2020-04-11,Finland,Total,-51,-17,89,-54,-30,8
2020-04-11,Finland,Central Finland,-51,-20,96,-65,-31,8
2020-04-11,Finland,Central Ostrobothnia,-43,-1,,-60,-23,11
2020-04-11,Finland,Kainuu,-53,-21,9,-76,-26,11
2020-04-11,Finland,Kymenlaakso,-54,-13,68,-67,-20,7
2020-04-11,Finland,Lapland,-66,-30,131,-67,-37,5
2020-04-11,Finland,North Karelia,-52,-18,73,-63,-31,22
2020-04-11,Finland,Northern Ostrobothnia,-54,-21,140,-41,-30,6
2020-04-11,Finland,Northern Savonia,-57,-16,79,-41,-29,7
2020-04-11,Finland,Ostrobothnia,-47,-15,80,-38,-23,4
2020-04-11,Finland,Pirkanmaa,-53,-18,82,-50,-29,7
2020-04-11,Finland,Päijänne Tavastia,-55,-20,104,-45,-29,8
2020-04-11,Finland,Satakunta,-47,-13,131,-29,-23,6
2020-04-11,Finland,South Karelia,-56,-22,74,-61,-31,11
2020-04-11,Finland,Southern Ostrobothnia,-48,-15,47,-38,-22,6
2020-04-11,Finland,Southern Savonia,-53,-13,70,-48,-28,23
2020-04-11,Finland,Southwest Finland,-52,-18,92,-36,-27,7
2020-04-11,Finland,Tavastia Proper,-48,-22,74,-58,-23,7
2020-04-11,Finland,Uusimaa,-49,-12,87,-62,-34,10
2020-04-11,Kuwait,Total,-62,-34,-53,-56,-48,25
2020-04-11,Kuwait,Al Ahmadi Governorate,-59,-30,-44,-37,-46,25
2020-04-11,Kuwait,Al Asimah Governate,-73,-38,-64,-52,-47,22
2020-04-11,Kuwait,Al Farwaniyah Governorate,-57,-40,-51,-68,-55,31
2020-04-11,Kuwait,Al Jahra Governorate,-52,-25,-37,-14,-29,19
2020-04-11,Kuwait,Hawalli Governorate,-63,-31,-58,-42,-51,22
2020-04-11,Kuwait,Mubarak Al-Kabeer Governorate,-59,-36,-54,-38,-34,26
2020-04-11,United States of America,Total,-45,-7,-16,-49,-38,14
2020-04-11,United States of America,Alabama,-39,3,11,-35,-29,10
2020-04-11,United States of America,Alaska,-41,-4,36,-52,-32,10
2020-04-11,United States of America,Arizona,-43,-14,-42,-45,-36,14
2020-04-11,United States of America,Arkansas,-35,1,1,-34,-26,10
2020-04-11,United States of America,California,-48,-14,-46,-53,-40,18
2020-04-11,United States of America,Colorado,-46,-11,-2,-53,-40,14
2020-04-11,United States of America,Connecticut,-44,-9,76,-54,-40,15
2020-04-11,United States of America,Delaware,-41,-16,26,-48,-37,14
2020-04-11,United States of America,District of Columbia,-69,-28,-65,-69,-48,17
2020-04-11,United States of America,Florida,-49,-20,-54,-65,-40,15
2020-04-11,United States of America,Georgia,-40,-5,3,-53,-36,13
2020-04-11,United States of America,Hawaii,-55,-29,-66,-74,-47,18
2020-04-11,United States of America,Idaho,-40,0,12,-35,-34,11
2020-04-11,United States of America,Illinois,-46,-1,10,-46,-38,14
2020-04-11,United States of America,Indiana,-40,-2,70,-29,-36,12
2020-04-11,United States of America,Iowa,-44,7,40,-28,-28,12
2020-04-11,United States of America,Kansas,-41,-3,97,-23,-31,11
2020-04-11,United States of America,Kentucky,-39,3,60,-36,-33,10
2020-04-11,United States of America,Louisiana,-45,-2,-35,-54,-36,14
2020-04-11,United States of America,Maine,-43,-2,-16,-55,-33,10
2020-04-11,United States of America,Maryland,-43,-14,24,-49,-39,15
2020-04-11,United States of America,Massachusetts,-49,-12,33,-64,-44,16
2020-04-11,United States of America,Michigan,-58,-15,59,-51,-45,16
2020-04-11,United States of America,Minnesota,-44,-2,50,-51,-36,14
2020-04-11,United States of America,Mississippi,-35,1,-12,-38,-32,11
2020-04-11,United States of America,Missouri,-44,1,16,-36,-32,12
2020-04-11,United States of America,Montana,-55,-11,-51,-46,-39,15
2020-04-11,United States of America,Nebraska,-39,4,52,-21,-29,11
2020-04-11,United States of America,Nevada,-45,-13,-43,-55,-53,16
2020-04-11,United States of America,New Hampshire,-42,-7,4,-51,-37,13
2020-04-11,United States of America,New Jersey,-61,-3,-12,-65,-47,18
2020-04-11,United States of America,New Mexico,-46,-10,-22,-36,-36,14
2020-04-11,United States of America,New York,-62,-4,-12,-65,-48,18
2020-04-11,United States of America,North Carolina,-40,-5,20,-49,-35,11
2020-04-11,United States of America,North Dakota,-48,1,-18,-43,-28,15
2020-04-11,United States of America,Ohio,-41,-2,82,-28,-37,12
2020-04-11,United States of America,Oklahoma,-38,-1,-8,-27,-32,12
2020-04-11,United States of America,Oregon,-45,-7,16,-41,-36,12
2020-04-11,United States of America,Pennsylvania,-47,-12,19,-50,-40,15
2020-04-11,United States of America,Rhode Island,-45,-4,45,-57,-40,15
2020-04-11,United States of America,South Carolina,-41,-2,-24,-45,-34,11
2020-04-11,United States of America,South Dakota,-47,1,-16,-42,-31,15
2020-04-11,United States of America,Tennessee,-40,2,11,-36,-33,10
2020-04-11,United States of America,Texas,-45,-14,-54,-49,-38,16
2020-04-11,United States of America,Utah,-42,-4,28,-43,-34,12
2020-04-11,United States of America,Vermont,-54,-23,-4,-64,-44,15
2020-04-11,United States of America,Virginia,-40,-9,17,-49,-36,13
2020-04-11,United States of America,Washington,-47,-10,3,-50,-41,14
2020-04-11,United States of America,West Virginia,-38,-5,12,-39,-31,10
2020-04-11,United States of America,Wisconsin,-47,-2,67,-34,-33,13
2020-04-11,United States of America,Wyoming,-41,-2,-25,-15,-30,12
2020-04-11,Reunion,Total,-91,-81,,-91,-53,
2020-04-11,Uruguay,Total,-68,-29,-75,-63,-43,20
2020-04-11,Uruguay,Artigas Department,-55,-27,-60,-55,-28,-3
2020-04-11,Uruguay,Canelones Department,-65,-34,-75,-66,-41,20
2020-04-11,Uruguay,Cerro Largo Department,-66,-47,-68,-53,-31,13
2020-04-11,Uruguay,Colonia Department,-73,-34,-82,-82,-40,22
2020-04-11,Uruguay,Durazno Department,-65,-28,-60,-83,-26,-2
2020-04-11,Uruguay,Flores Department,-67,-31,-64,,-25,
2020-04-11,Uruguay,Florida Department,-57,-10,-70,-60,-35,13
2020-04-11,Uruguay,Lavalleja Department,-47,-24,-72,-67,-39,-2
2020-04-11,Uruguay,Maldonado Department,-86,-57,-91,-82,-59,24
2020-04-11,Uruguay,Montevideo Department,-65,-19,-65,-51,-45,22
2020-04-11,Uruguay,Paysandú Department,-57,3,-69,-68,-36,16
2020-04-11,Uruguay,Rivera Department,-64,-17,-65,-61,-35,14
2020-04-11,Uruguay,Rocha Department,-85,-69,-91,-90,-40,9
2020-04-11,Uruguay,Río Negro Department,-66,-33,-80,-59,-36,-3
2020-04-11,Uruguay,Salto Department,-56,-16,-66,-67,-32,17
2020-04-11,Uruguay,San José Department,-60,-22,-68,-53,-36,27
2020-04-11,Uruguay,Soriano Department,-57,-29,-74,,-33,13
2020-04-11,Uruguay,Tacuarembó Department,-61,-25,-72,-68,-36,14
2020-04-11,Uruguay,Treinta y Tres Department,-55,-5,-70,-68,-29,
2020-04-11,Angola,Total,-53,-32,-37,-44,-31,22
2020-04-11,Laos,Total,-59,-40,-26,-68,-20,17
2020-04-11,Mauritius,Total,-83,-63,-83,-86,-63,27
2020-04-11,Mauritius,Flacq District,-79,-62,-80,,-70,8
2020-04-11,Mauritius,Grand Port District,-77,-90,-85,-93,-65,8
2020-04-11,Mauritius,Moka District,-85,-33,,-82,-57,8
2020-04-11,Mauritius,Pamplemousses District,-72,-48,-90,-78,-61,7
2020-04-11,Mauritius,Plaines Wilhems District,-85,-66,-85,-88,-64,40
2020-04-11,Mauritius,Port Louis District,-88,-76,-68,-83,-61,6
2020-04-11,Mauritius,Rivière Noire District,-85,-62,-91,-79,-65,8
2020-04-11,Mauritius,Rivière du Rempart District,-84,-73,-91,,-63,8
2020-04-11,Mauritius,Rodrigues District,,,-32,,-49,
2020-04-11,Mauritius,Savanne District,-100,-60,-85,,-64,
2020-04-11,Lithuania,Total,-69,-22,-13,-59,-39,16
2020-04-11,Lithuania,Alytus County,-71,-34,-4,-65,-41,18
2020-04-11,Lithuania,Kaunas County,-70,-20,-21,-63,-40,16
2020-04-11,Lithuania,Klaipėda County,-68,-17,-43,-52,-41,15
2020-04-11,Lithuania,Marijampolė County,-67,-39,-20,-52,-40,17
2020-04-11,Lithuania,Panevėžys County,-68,-25,-21,-59,-36,17
2020-04-11,Lithuania,Tauragė County,-56,-14,,-54,-28,13
2020-04-11,Lithuania,Telšiai County,-67,-25,-10,-39,-31,16
2020-04-11,Lithuania,Utena County,-65,-21,-5,-43,-33,16
2020-04-11,Lithuania,Vilnius County,-70,-19,8,-63,-43,17
2020-04-11,Lithuania,Šiauliai County,-69,-29,-20,-14,-33,13
2020-04-11,South Africa,Total,-75,-46,-58,-78,-56,27
2020-04-11,South Africa,Eastern Cape,-80,-49,-39,-79,-53,24
2020-04-11,South Africa,Free State,-77,-44,-52,-69,-47,23
2020-04-11,South Africa,Gauteng,-74,-45,-65,-79,-58,27
2020-04-11,South Africa,KwaZulu-Natal,-77,-49,-46,-81,-56,27
2020-04-11,South Africa,Limpopo,-70,-53,-23,-67,-49,25
2020-04-11,South Africa,Mpumalanga,-71,-40,-34,-61,-45,24
2020-04-11,South Africa,North West,-74,-46,-47,-63,-49,25
2020-04-11,South Africa,Northern Cape,-76,-49,-51,-82,-41,22
2020-04-11,South Africa,Western Cape,-80,-50,-85,-83,-62,28
2020-04-11,Barbados,Total,-77,-62,-67,-81,-67,25
2020-04-11,Barbados,Christ Church,-87,-71,-82,-86,-69,17
2020-04-11,Barbados,Saint George,-35,,-55,,-68,
2020-04-11,Barbados,Saint James,-93,-100,,,-69,
2020-04-11,Barbados,Saint John,,,,,-74,
2020-04-11,Barbados,Saint Lucy,,,,,-83,
2020-04-11,Barbados,Saint Michael,-79,-63,-81,-80,-67,14
2020-04-11,Barbados,Saint Peter,-75,-12,,,-67,
2020-04-11,Barbados,Saint Philip,-85,-100,,,-61,
2020-04-11,Barbados,Saint Thomas,-40,,,,-59,
2020-04-11,Dominican Republic,Total,-78,-58,-69,-85,-67,28
2020-04-11,Singapore,Total,-61,-21,-51,-66,-51,32
2020-04-11,Moldova,Total,-62,-39,-37,-64,-41,12
2020-04-11,Mozambique,Total,-26,-14,-32,-29,-6,11
2020-04-11,Costa Rica,Total,-84,-62,-82,-85,-67,31
2020-04-11,Burkina Faso,Total,-32,-22,-15,-45,-9,17
2020-04-11,Germany,Total,-56,0,35,-48,-29,10
2020-04-11,Germany,Baden-Württemberg,-57,-4,30,-49,-34,11
2020-04-11,Germany,Bavaria,-67,-2,5,-57,-35,12
2020-04-11,Germany,Berlin,-59,6,10,-51,-31,10
2020-04-11,Germany,Brandenburg,-35,19,69,-32,-18,8
2020-04-11,Germany,Bremen,-60,5,31,-55,-31,9
2020-04-11,Germany,Hamburg,-62,2,45,-56,-34,11
2020-04-11,Germany,Hesse,-53,-1,54,-62,-32,11
2020-04-11,Germany,Lower Saxony,-54,2,36,-40,-27,10
2020-04-11,Germany,Mecklenburg-Vorpommern,-55,3,13,-38,-20,6
2020-04-11,Germany,North Rhine-Westphalia,-53,1,77,-46,-30,10
2020-04-11,Germany,Rhineland-Palatinate,-51,1,35,-56,-32,10
2020-04-11,Germany,Saarland,-56,-10,28,-60,-37,12
2020-04-11,Germany,Saxony,-58,1,54,-44,-18,7
2020-04-11,Germany,Saxony-Anhalt,-44,7,39,-46,-14,6
2020-04-11,Germany,Schleswig-Holstein,-51,6,26,-39,-27,9
2020-04-11,Germany,Thuringia,-44,3,51,-30,-17,6
2020-04-11,Hungary,Total,-51,-4,-21,-43,-38,11
2020-04-11,Hungary,Baranya,-54,0,-11,-29,-33,10
2020-04-11,Hungary,Borsod-Abaúj-Zemplén,-38,3,11,-20,-33,7
2020-04-11,Hungary,Budapest,-65,-10,-49,-64,-42,13
2020-04-11,Hungary,Bács-Kiskun,-39,2,12,-28,-34,10
2020-04-11,Hungary,Békés County,-32,10,20,-19,-26,7
2020-04-11,Hungary,Csongrád,-61,-10,-12,-36,-39,11
2020-04-11,Hungary,Fejér,-49,-3,-4,-39,-39,11
2020-04-11,Hungary,Gyor-Moson-Sopron,-55,-9,-26,-47,-46,12
2020-04-11,Hungary,Hajdú-Bihar,-46,-3,15,-38,-30,9
2020-04-11,Hungary,Heves County,-42,-4,-39,-29,-42,9
2020-04-11,Hungary,Jász-Nagykun-Szolnok,-29,7,56,-26,-30,8
2020-04-11,Hungary,Komárom-Esztergom,-43,2,2,-30,-35,10
2020-04-11,Hungary,Nógrád County,-27,12,-29,-9,-33,12
2020-04-11,Hungary,Pest County,-38,-3,10,-25,-37,11
2020-04-11,Hungary,Somogy County,-30,11,2,-15,-33,8
2020-04-11,Hungary,Szabolcs-Szatmár-Bereg,-32,-3,15,-11,-33,9
2020-04-11,Hungary,Tolna County,-32,-3,,-22,-32,13
2020-04-11,Hungary,Vas County,-55,-3,3,-36,-48,12
2020-04-11,Hungary,Veszprém,-40,2,-8,-26,-41,11
2020-04-11,Hungary,Zala County,-41,-5,-21,-34,-41,10
2020-04-11,Nicaragua,Total,-56,-38,-33,-53,-46,16
2020-04-11,Zimbabwe,Total,-69,-56,-48,-81,-58,36
2020-04-11,Togo,Total,-37,-24,-20,-47,-16,18
2020-04-11,Panama,Total,-96,-95,-86,-91,-84,45
2020-04-11,Yemen,Total,-9,-1,-8,-13,-6,6
2020-04-11,Israel,Total,-89,-37,-74,-59,-45,16
2020-04-11,Saudi Arabia,Total,-72,-36,-68,-83,-49,25
2020-04-11,Saudi Arabia,Al Bahah Province,-41,-18,-40,,-28,16
2020-04-11,Saudi Arabia,Al Jowf,-43,-18,-36,-62,-21,14
2020-04-11,Saudi Arabia,Al Madinah Province,-75,-47,-72,-89,-53,27
2020-04-11,Saudi Arabia,Al Qassim,-51,-24,-56,-71,-27,19
2020-04-11,Saudi Arabia,Aseer Province,-46,-16,-46,-75,-24,18
2020-04-11,Saudi Arabia,Eastern Province,-72,-36,-60,-82,-45,25
2020-04-11,Saudi Arabia,Hail Province,-41,-15,-53,-70,-25,14
2020-04-11,Saudi Arabia,Jazan,-51,-25,-60,-52,-21,16
2020-04-11,Saudi Arabia,Makkah Province,-78,-43,-80,-85,-57,27
2020-04-11,Saudi Arabia,Najran,-41,-15,-48,,-24,18
2020-04-11,Saudi Arabia,Northern Borders Province,-42,-10,,,-26,14
2020-04-11,Saudi Arabia,Riyadh Province,-76,-36,-71,-88,-56,27
2020-04-11,Saudi Arabia,Tabuk Province,-69,-36,-57,-37,-43,22
2020-04-11,Belarus,Total,-31,-7,5,-27,-22,4
